|__dataLog__action	|__dataLog__timestamp	|__dataLog__note	|__dataLog__userId
Open	"Thursday, March 1, 2018 1:18 PM"	Alien DB	sp7FCCAGqFOyMLEUbmzCinieg1E2
Close	"Thursday, March 1, 2018 1:19 PM"	Alien DB	sp7FCCAGqFOyMLEUbmzCinieg1E2
Open	"Thursday, March 1, 2018 1:19 PM"	Probe Design	sp7FCCAGqFOyMLEUbmzCinieg1E2
Close	"Thursday, March 1, 2018 1:23 PM"	Probe Design	sp7FCCAGqFOyMLEUbmzCinieg1E2
Open	"Thursday, March 1, 2018 1:23 PM"	Mission Control	sp7FCCAGqFOyMLEUbmzCinieg1E2
Close	"Thursday, March 1, 2018 1:26 PM"	Mission Control	sp7FCCAGqFOyMLEUbmzCinieg1E2
Open	"Thursday, March 1, 2018 1:29 PM"	Mission Control	sp7FCCAGqFOyMLEUbmzCinieg1E2
Open	"Thursday, March 1, 2018 1:33 PM"	Probe Design	sp7FCCAGqFOyMLEUbmzCinieg1E2
Close	"Thursday, March 1, 2018 1:34 PM"	Probe Design	sp7FCCAGqFOyMLEUbmzCinieg1E2
Open	"Thursday, March 1, 2018 1:34 PM"	Mission Control	sp7FCCAGqFOyMLEUbmzCinieg1E2
Open	"Thursday, March 1, 2018 1:36 PM"	Probe Design	sp7FCCAGqFOyMLEUbmzCinieg1E2
Open	"Thursday, March 1, 2018 1:42 PM"	Probe Design	sp7FCCAGqFOyMLEUbmzCinieg1E2
Close	"Thursday, March 1, 2018 1:42 PM"	Probe Design	sp7FCCAGqFOyMLEUbmzCinieg1E2
Open	"Thursday, March 1, 2018 1:42 PM"	Mission Control	sp7FCCAGqFOyMLEUbmzCinieg1E2
Close	"Thursday, March 1, 2018 1:48 PM"	Mission Control	sp7FCCAGqFOyMLEUbmzCinieg1E2
Open	"Thursday, March 1, 2018 1:48 PM"	Communication Center	sp7FCCAGqFOyMLEUbmzCinieg1E2
Open	"Wednesday, March 7, 2018 9:20 AM"	Communication Center	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Close	"Wednesday, March 7, 2018 9:20 AM"	Communication Center	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Open	"Wednesday, March 7, 2018 9:23 AM"	Alien DB	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Close	"Wednesday, March 7, 2018 9:32 AM"	Alien DB	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Open	"Wednesday, March 7, 2018 9:32 AM"	Alien DB	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Close	"Wednesday, March 7, 2018 9:38 AM"	Alien DB	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Open	"Wednesday, March 7, 2018 9:38 AM"	Alien DB	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Close	"Wednesday, March 7, 2018 9:38 AM"	Alien DB	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Open	"Wednesday, March 7, 2018 9:38 AM"	Alien DB	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Close	"Wednesday, March 7, 2018 9:41 AM"	Alien DB	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Open	"Wednesday, March 7, 2018 9:41 AM"	Alien DB	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Close	"Wednesday, March 7, 2018 9:44 AM"	Alien DB	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Open	"Wednesday, March 7, 2018 9:45 AM"	Probe Design	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Open	"Wednesday, March 7, 2018 9:50 AM"	Mission Control	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Close	"Wednesday, March 7, 2018 9:51 AM"	Mission Control	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Open	"Wednesday, March 7, 2018 9:51 AM"	Probe Design	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Close	"Wednesday, March 7, 2018 9:54 AM"	Probe Design	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Open	"Wednesday, March 7, 2018 9:54 AM"	Mission Control	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Close	"Wednesday, March 7, 2018 9:55 AM"	Mission Control	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Open	"Wednesday, March 7, 2018 9:55 AM"	Probe Design	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Close	"Wednesday, March 7, 2018 9:56 AM"	Probe Design	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Open	"Wednesday, March 7, 2018 9:56 AM"	Mission Control	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Open	"Wednesday, March 7, 2018 10:05 AM"	Probe Design	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Close	"Wednesday, March 7, 2018 10:06 AM"	Probe Design	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Open	"Wednesday, March 7, 2018 10:06 AM"	Mission Control	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Close	"Wednesday, March 7, 2018 10:06 AM"	Mission Control	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Open	"Wednesday, March 7, 2018 10:07 AM"	Probe Design	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Close	"Wednesday, March 7, 2018 10:07 AM"	Probe Design	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Open	"Wednesday, March 7, 2018 10:08 AM"	Mission Control	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Open	"Wednesday, March 7, 2018 10:17 AM"	Alien DB	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Close	"Wednesday, March 7, 2018 10:19 AM"	Alien DB	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Open	"Wednesday, March 7, 2018 10:20 AM"	Probe Design	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Close	"Wednesday, March 7, 2018 10:21 AM"	Probe Design	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Open	"Wednesday, March 7, 2018 10:21 AM"	Mission Control	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Close	"Wednesday, March 7, 2018 10:22 AM"	Mission Control	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Open	"Wednesday, March 7, 2018 10:22 AM"	Communication Center	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Close	"Wednesday, March 7, 2018 10:24 AM"	Communication Center	f9RoodxVQNQtuJE0gwOaK8jwFIy2
Open	"Tuesday, April 3, 2018 10:16 AM"	Communication Center	isVqkVvqBQgcVRVa0dIlunT9n9N2
Close	"Tuesday, April 3, 2018 10:17 AM"	Communication Center	isVqkVvqBQgcVRVa0dIlunT9n9N2
Open	"Tuesday, April 3, 2018 10:18 AM"	Mission Control	isVqkVvqBQgcVRVa0dIlunT9n9N2
Close	"Tuesday, April 3, 2018 10:18 AM"	Mission Control	isVqkVvqBQgcVRVa0dIlunT9n9N2
Open	"Tuesday, April 3, 2018 10:18 AM"	Mission Control	isVqkVvqBQgcVRVa0dIlunT9n9N2
Close	"Tuesday, April 3, 2018 10:19 AM"	Mission Control	isVqkVvqBQgcVRVa0dIlunT9n9N2
Open	"Tuesday, April 3, 2018 10:19 AM"	Alien DB	isVqkVvqBQgcVRVa0dIlunT9n9N2
Close	"Tuesday, April 3, 2018 10:19 AM"	Alien DB	isVqkVvqBQgcVRVa0dIlunT9n9N2
Open	"Tuesday, April 3, 2018 10:40 AM"	Alien DB	isVqkVvqBQgcVRVa0dIlunT9n9N2
Open	"Tuesday, April 3, 2018 10:56 AM"	Mission Control	isVqkVvqBQgcVRVa0dIlunT9n9N2
Close	"Tuesday, April 3, 2018 10:56 AM"	Mission Control	isVqkVvqBQgcVRVa0dIlunT9n9N2
Open	"Tuesday, April 3, 2018 10:57 AM"	Probe Design	isVqkVvqBQgcVRVa0dIlunT9n9N2
Close	"Tuesday, April 3, 2018 10:57 AM"	Probe Design	isVqkVvqBQgcVRVa0dIlunT9n9N2
Open	"Tuesday, April 3, 2018 11:06 AM"	Probe Design	isVqkVvqBQgcVRVa0dIlunT9n9N2
Close	"Tuesday, April 3, 2018 11:08 AM"	Probe Design	isVqkVvqBQgcVRVa0dIlunT9n9N2
Open	"Tuesday, April 3, 2018 11:08 AM"	Mission Control	isVqkVvqBQgcVRVa0dIlunT9n9N2
Close	"Tuesday, April 3, 2018 11:09 AM"	Mission Control	isVqkVvqBQgcVRVa0dIlunT9n9N2
Open	"Tuesday, April 3, 2018 11:09 AM"	Probe Design	isVqkVvqBQgcVRVa0dIlunT9n9N2
Close	"Tuesday, April 3, 2018 11:10 AM"	Probe Design	isVqkVvqBQgcVRVa0dIlunT9n9N2
Open	"Tuesday, April 3, 2018 11:10 AM"	Mission Control	isVqkVvqBQgcVRVa0dIlunT9n9N2
Close	"Tuesday, April 3, 2018 11:11 AM"	Mission Control	isVqkVvqBQgcVRVa0dIlunT9n9N2
Open	"Tuesday, April 3, 2018 11:11 AM"	Probe Design	isVqkVvqBQgcVRVa0dIlunT9n9N2
Close	"Tuesday, April 3, 2018 11:12 AM"	Probe Design	isVqkVvqBQgcVRVa0dIlunT9n9N2
Open	"Tuesday, April 3, 2018 11:12 AM"	Mission Control	isVqkVvqBQgcVRVa0dIlunT9n9N2
Close	"Tuesday, April 3, 2018 11:12 AM"	Mission Control	isVqkVvqBQgcVRVa0dIlunT9n9N2
Open	"Tuesday, April 3, 2018 11:13 AM"	Alien DB	isVqkVvqBQgcVRVa0dIlunT9n9N2
Close	"Tuesday, April 3, 2018 11:13 AM"	Alien DB	isVqkVvqBQgcVRVa0dIlunT9n9N2
Open	"Tuesday, April 3, 2018 11:13 AM"	Mission Control	isVqkVvqBQgcVRVa0dIlunT9n9N2
Close	"Tuesday, April 3, 2018 11:14 AM"	Mission Control	isVqkVvqBQgcVRVa0dIlunT9n9N2
Open	"Tuesday, April 3, 2018 11:14 AM"	Mission Control	isVqkVvqBQgcVRVa0dIlunT9n9N2
Close	"Tuesday, April 3, 2018 11:15 AM"	Mission Control	isVqkVvqBQgcVRVa0dIlunT9n9N2
Open	"Tuesday, April 3, 2018 11:15 AM"	Mission Control	isVqkVvqBQgcVRVa0dIlunT9n9N2
Close	"Tuesday, April 3, 2018 11:15 AM"	Mission Control	isVqkVvqBQgcVRVa0dIlunT9n9N2
Open	"Tuesday, April 3, 2018 11:16 AM"	Communication Center	isVqkVvqBQgcVRVa0dIlunT9n9N2
Close	"Tuesday, April 3, 2018 11:16 AM"	Communication Center	isVqkVvqBQgcVRVa0dIlunT9n9N2
Open	"Tuesday, April 3, 2018 11:17 AM"	Mission Control	isVqkVvqBQgcVRVa0dIlunT9n9N2
Close	"Tuesday, April 3, 2018 11:17 AM"	Mission Control	isVqkVvqBQgcVRVa0dIlunT9n9N2
Open	"Tuesday, April 3, 2018 11:17 AM"	Communication Center	isVqkVvqBQgcVRVa0dIlunT9n9N2
Open	"Friday, December 1, 2017 1:28 PM"	Communication Center	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 1:29 PM"	Communication Center	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 1:29 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 1:31 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 1:32 PM"	Probe Design	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 1:35 PM"	Probe Design	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 1:36 PM"	Mission Control	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 1:36 PM"	Mission Control	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 1:37 PM"	Probe Design	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 1:38 PM"	Probe Design	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 1:39 PM"	Mission Control	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 1:40 PM"	Mission Control	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 1:41 PM"	Communication Center	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 1:41 PM"	Communication Center	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 1:41 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 1:41 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 1:41 PM"	Communication Center	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 1:43 PM"	Communication Center	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 1:43 PM"	Probe Design	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 1:44 PM"	Probe Design	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 1:45 PM"	Mission Control	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 1:46 PM"	Mission Control	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 1:46 PM"	Probe Design	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 1:47 PM"	Probe Design	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 1:48 PM"	Mission Control	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 1:48 PM"	Mission Control	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 1:48 PM"	Mission Control	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 1:48 PM"	Mission Control	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 1:48 PM"	Probe Design	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 1:49 PM"	Probe Design	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 1:49 PM"	Mission Control	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 1:50 PM"	Mission Control	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 1:51 PM"	Probe Design	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 1:52 PM"	Probe Design	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 1:52 PM"	Mission Control	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 1:53 PM"	Mission Control	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 1:54 PM"	Communication Center	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 1:54 PM"	Communication Center	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 1:54 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 1:57 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:09 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 2:09 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:10 PM"	Communication Center	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 2:10 PM"	Communication Center	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:11 PM"	Communication Center	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 2:11 PM"	Communication Center	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:11 PM"	Mission Control	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 2:11 PM"	Mission Control	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:12 PM"	Probe Design	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 2:12 PM"	Probe Design	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:12 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 2:13 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:15 PM"	Probe Design	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 2:15 PM"	Probe Design	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:15 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 2:17 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:17 PM"	Probe Design	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:19 PM"	Probe Design	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 2:19 PM"	Probe Design	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:20 PM"	Mission Control	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 2:21 PM"	Mission Control	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:21 PM"	Probe Design	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:22 PM"	Probe Design	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 2:22 PM"	Probe Design	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:23 PM"	Mission Control	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 2:23 PM"	Mission Control	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:23 PM"	Mission Control	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 2:24 PM"	Mission Control	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:24 PM"	Probe Design	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 2:24 PM"	Probe Design	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:25 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 2:26 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:26 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 2:27 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:27 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 2:27 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:27 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 2:27 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:27 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 2:27 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:27 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 2:27 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:27 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 2:27 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:27 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Close	"Friday, December 1, 2017 2:27 PM"	Alien DB	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 2:28 PM"	Communication Center	rLswO9M8H7Q6OaDphRpAoGzofcH3
Open	"Friday, December 1, 2017 1:28 PM"	Communication Center	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Close	"Friday, December 1, 2017 1:28 PM"	Communication Center	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Open	"Friday, December 1, 2017 1:30 PM"	Communication Center	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Close	"Friday, December 1, 2017 1:30 PM"	Communication Center	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Open	"Friday, December 1, 2017 1:30 PM"	Alien DB	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Close	"Friday, December 1, 2017 1:32 PM"	Alien DB	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Open	"Friday, December 1, 2017 1:33 PM"	Alien DB	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Open	"Friday, December 1, 2017 1:38 PM"	Mission Control	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Close	"Friday, December 1, 2017 1:38 PM"	Mission Control	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Open	"Friday, December 1, 2017 1:39 PM"	Alien DB	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Open	"Friday, December 1, 2017 1:43 PM"	Communication Center	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Close	"Friday, December 1, 2017 1:43 PM"	Communication Center	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Open	"Friday, December 1, 2017 1:43 PM"	Communication Center	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Close	"Friday, December 1, 2017 1:43 PM"	Communication Center	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Open	"Friday, December 1, 2017 1:44 PM"	Probe Design	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Close	"Friday, December 1, 2017 1:44 PM"	Probe Design	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Open	"Friday, December 1, 2017 1:54 PM"	Probe Design	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Open	"Friday, December 1, 2017 1:55 PM"	Alien DB	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Close	"Friday, December 1, 2017 2:00 PM"	Alien DB	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Open	"Friday, December 1, 2017 2:05 PM"	Mission Control	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Close	"Friday, December 1, 2017 2:05 PM"	Mission Control	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Open	"Friday, December 1, 2017 2:05 PM"	Communication Center	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Close	"Friday, December 1, 2017 2:05 PM"	Communication Center	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Open	"Friday, December 1, 2017 2:06 PM"	Alien DB	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Close	"Friday, December 1, 2017 2:07 PM"	Alien DB	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Open	"Friday, December 1, 2017 2:07 PM"	Probe Design	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Close	"Friday, December 1, 2017 2:09 PM"	Probe Design	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Open	"Friday, December 1, 2017 2:09 PM"	Mission Control	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Close	"Friday, December 1, 2017 2:09 PM"	Mission Control	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Open	"Friday, December 1, 2017 2:10 PM"	Probe Design	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Close	"Friday, December 1, 2017 2:11 PM"	Probe Design	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Open	"Friday, December 1, 2017 2:11 PM"	Mission Control	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Close	"Friday, December 1, 2017 2:12 PM"	Mission Control	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Open	"Friday, December 1, 2017 2:12 PM"	Communication Center	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Close	"Friday, December 1, 2017 2:12 PM"	Communication Center	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Open	"Friday, December 1, 2017 2:13 PM"	Communication Center	SQPKsPtE6CdkAfs7hXCeNnRSf5U2
Open	"Thursday, February 22, 2018 12:44 PM"	Communication Center	KkBFkRUQx3UhLjP0aGHtzkwWKLp1
Close	"Thursday, February 22, 2018 12:45 PM"	Communication Center	KkBFkRUQx3UhLjP0aGHtzkwWKLp1
Open	"Thursday, February 22, 2018 12:45 PM"	Mission Control	KkBFkRUQx3UhLjP0aGHtzkwWKLp1
Close	"Thursday, February 22, 2018 12:46 PM"	Mission Control	KkBFkRUQx3UhLjP0aGHtzkwWKLp1
Open	"Thursday, February 22, 2018 12:46 PM"	Alien DB	KkBFkRUQx3UhLjP0aGHtzkwWKLp1
Close	"Thursday, February 22, 2018 12:54 PM"	Alien DB	KkBFkRUQx3UhLjP0aGHtzkwWKLp1
Open	"Thursday, February 22, 2018 12:54 PM"	Alien DB	KkBFkRUQx3UhLjP0aGHtzkwWKLp1
Close	"Thursday, February 22, 2018 1:02 PM"	Alien DB	KkBFkRUQx3UhLjP0aGHtzkwWKLp1
Open	"Thursday, February 22, 2018 1:03 PM"	Probe Design	KkBFkRUQx3UhLjP0aGHtzkwWKLp1
Open	"Thursday, February 22, 2018 1:11 PM"	Mission Control	KkBFkRUQx3UhLjP0aGHtzkwWKLp1
Close	"Thursday, February 22, 2018 1:11 PM"	Mission Control	KkBFkRUQx3UhLjP0aGHtzkwWKLp1
Open	"Thursday, February 22, 2018 1:12 PM"	Mission Control	KkBFkRUQx3UhLjP0aGHtzkwWKLp1
Close	"Thursday, February 22, 2018 1:12 PM"	Mission Control	KkBFkRUQx3UhLjP0aGHtzkwWKLp1
Open	"Thursday, February 22, 2018 1:12 PM"	Mission Control	KkBFkRUQx3UhLjP0aGHtzkwWKLp1
Close	"Thursday, February 22, 2018 1:12 PM"	Mission Control	KkBFkRUQx3UhLjP0aGHtzkwWKLp1
Open	"Thursday, February 22, 2018 1:21 PM"	Communication Center	KkBFkRUQx3UhLjP0aGHtzkwWKLp1
Close	"Thursday, February 22, 2018 1:22 PM"	Communication Center	KkBFkRUQx3UhLjP0aGHtzkwWKLp1
Open	"Thursday, February 22, 2018 1:22 PM"	Alien DB	KkBFkRUQx3UhLjP0aGHtzkwWKLp1
Close	"Thursday, February 22, 2018 1:37 PM"	Alien DB	KkBFkRUQx3UhLjP0aGHtzkwWKLp1
Open	"Thursday, February 22, 2018 1:37 PM"	Probe Design	KkBFkRUQx3UhLjP0aGHtzkwWKLp1
Open	"Thursday, February 22, 2018 1:40 PM"	Mission Control	KkBFkRUQx3UhLjP0aGHtzkwWKLp1
Close	"Thursday, February 22, 2018 1:42 PM"	Mission Control	KkBFkRUQx3UhLjP0aGHtzkwWKLp1
Open	"Thursday, February 22, 2018 1:42 PM"	Communication Center	KkBFkRUQx3UhLjP0aGHtzkwWKLp1
Open	"Friday, November 3, 2017 1:08 PM"	Communication Center	m5AySyfwYUNiMTpNZrtHHVhcRKo1
