|__dataLog__action	|__dataLog__note	|__dataLog__timestamp	|__dataLog__tool	|__dataLog__userId
Click Probe Button: Probe Type	Orbiter with Lander	"Friday, December 1, 2017 1:38 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeSource	Solar Panels	"Friday, December 1, 2017 1:38 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeCommunication	High Gain Antenna	"Friday, December 1, 2017 1:38 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Back Button	currentPage:1	"Friday, December 1, 2017 1:38 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Forward Button	currentPage:2	"Friday, December 1, 2017 1:38 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Forward Button	currentPage:3	"Friday, December 1, 2017 1:38 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Thermometer	"Friday, December 1, 2017 1:38 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Magnetometer	"Friday, December 1, 2017 1:38 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Unselect: probeInstruments	Magnetometer	"Friday, December 1, 2017 1:39 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Narrow Angle Camera	"Friday, December 1, 2017 1:39 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Wide Angle Camera	"Friday, December 1, 2017 1:39 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Unselect: probeInstruments	Narrow Angle Camera	"Friday, December 1, 2017 1:39 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Barometer	"Friday, December 1, 2017 1:39 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Unselect: probeInstruments	Barometer	"Friday, December 1, 2017 1:39 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Forward Button	currentPage:1	"Friday, December 1, 2017 1:45 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select Planets	VENUS	"Friday, December 1, 2017 1:45 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Forward Button	currentPage:2	"Friday, December 1, 2017 1:46 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Probe Button: Probe Type	Orbiter with Lander	"Friday, December 1, 2017 1:46 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Forward Button	currentPage:3	"Friday, December 1, 2017 1:46 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Spectrograph	"Friday, December 1, 2017 1:46 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Radar	"Friday, December 1, 2017 1:46 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Seismograph	"Friday, December 1, 2017 1:46 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Magnetometer	"Friday, December 1, 2017 1:46 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Thermometer	"Friday, December 1, 2017 1:46 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Barometer	"Friday, December 1, 2017 1:46 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Infrared Camera	"Friday, December 1, 2017 1:46 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Wide Angle Camera	"Friday, December 1, 2017 1:46 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Narrow Angle Camera	"Friday, December 1, 2017 1:46 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Forward Button	currentPage:1	"Friday, December 1, 2017 1:57 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Back Button	currentPage:0	"Friday, December 1, 2017 1:57 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Forward Button	currentPage:1	"Friday, December 1, 2017 2:00 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select Planets	CALLISTO	"Friday, December 1, 2017 2:01 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Forward Button	currentPage:2	"Friday, December 1, 2017 2:01 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Probe Button: Probe Type	Orbiter	"Friday, December 1, 2017 2:01 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeSource	Thermoelectric	"Friday, December 1, 2017 2:01 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeSource	Solar Panels	"Friday, December 1, 2017 2:01 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Unselect: probeSource	Thermoelectric	"Friday, December 1, 2017 2:01 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Unselect: probeSource	Solar Panels	"Friday, December 1, 2017 2:01 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeSource	Battery	"Friday, December 1, 2017 2:02 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Unselect: probeSource	Battery	"Friday, December 1, 2017 2:02 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeSource	Battery	"Friday, December 1, 2017 2:02 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeSource	Thermoelectric	"Friday, December 1, 2017 2:02 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Unselect: probeSource	Battery	"Friday, December 1, 2017 2:02 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeCommunication	High Gain Antenna	"Friday, December 1, 2017 2:02 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Forward Button	currentPage:3	"Friday, December 1, 2017 2:02 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Infrared Camera	"Friday, December 1, 2017 2:02 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Unselect: probeInstruments	Infrared Camera	"Friday, December 1, 2017 2:02 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Infrared Camera	"Friday, December 1, 2017 2:02 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Spectrograph	"Friday, December 1, 2017 2:03 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Forward Button	currentPage:1	"Friday, December 1, 2017 2:07 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select Planets	VENUS	"Friday, December 1, 2017 2:07 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Forward Button	currentPage:2	"Friday, December 1, 2017 2:07 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Probe Button: Probe Type	Flyby	"Friday, December 1, 2017 2:07 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Probe Button: Probe Type	Orbiter	"Friday, December 1, 2017 2:08 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeSource	Solar Panels	"Friday, December 1, 2017 2:08 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeSource	Thermoelectric	"Friday, December 1, 2017 2:08 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeCommunication	High Gain Antenna	"Friday, December 1, 2017 2:08 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Forward Button	currentPage:3	"Friday, December 1, 2017 2:08 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Wide Angle Camera	"Friday, December 1, 2017 2:08 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Infrared Camera	"Friday, December 1, 2017 2:08 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Magnetometer	"Friday, December 1, 2017 2:08 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Thermometer	"Friday, December 1, 2017 2:08 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Barometer	"Friday, December 1, 2017 2:08 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Narrow Angle Camera	"Friday, December 1, 2017 2:08 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Seismograph	"Friday, December 1, 2017 2:08 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Radar	"Friday, December 1, 2017 2:08 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Spectrograph	"Friday, December 1, 2017 2:08 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Forward Button	currentPage:1	"Friday, December 1, 2017 2:10 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select Planets	VENUS	"Friday, December 1, 2017 2:10 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Forward Button	currentPage:2	"Friday, December 1, 2017 2:10 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Probe Button: Probe Type	Flyby	"Friday, December 1, 2017 2:10 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeSource	Battery	"Friday, December 1, 2017 2:10 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeCommunication	High Gain Antenna	"Friday, December 1, 2017 2:10 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Forward Button	currentPage:3	"Friday, December 1, 2017 2:10 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Spectrograph	"Friday, December 1, 2017 2:10 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Magnetometer	"Friday, December 1, 2017 2:10 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Forward Button	currentPage:1	"Friday, December 1, 2017 2:19 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select Planets	IO	"Friday, December 1, 2017 2:19 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Forward Button	currentPage:2	"Friday, December 1, 2017 2:20 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Probe Button: Probe Type	Orbiter	"Friday, December 1, 2017 2:20 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeSource	Thermoelectric	"Friday, December 1, 2017 2:20 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeCommunication	High Gain Antenna	"Friday, December 1, 2017 2:20 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeCommunication	Low Gain Antenna	"Friday, December 1, 2017 2:20 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Forward Button	currentPage:3	"Friday, December 1, 2017 2:20 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Seismograph	"Friday, December 1, 2017 2:20 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Barometer	"Friday, December 1, 2017 2:20 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Narrow Angle Camera	"Friday, December 1, 2017 2:20 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Wide Angle Camera	"Friday, December 1, 2017 2:20 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Thermometer	"Friday, December 1, 2017 2:20 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Spectrograph	"Friday, December 1, 2017 2:20 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Magnetometer	"Friday, December 1, 2017 2:20 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Radar	"Friday, December 1, 2017 2:20 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Select: probeInstruments	Infrared Camera	"Friday, December 1, 2017 2:20 PM"	Probe Design	keJykZshlSVmajAw2Hkd1QpGnmx1
Click Forward Button	currentPage:1	"Thursday, November 16, 2017 9:24 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select Planets	PHOBOS	"Thursday, November 16, 2017 9:24 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Forward Button	currentPage:2	"Thursday, November 16, 2017 9:25 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Probe Button: Probe Type	Orbiter	"Thursday, November 16, 2017 9:26 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeSource	Battery	"Thursday, November 16, 2017 9:26 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeCommunication	High Gain Antenna	"Thursday, November 16, 2017 9:26 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeSource	Solar Panels	"Thursday, November 16, 2017 9:26 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Unselect: probeSource	Solar Panels	"Thursday, November 16, 2017 9:26 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeSource	Solar Panels	"Thursday, November 16, 2017 9:27 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Probe Button: Probe Type	Orbiter with Lander	"Thursday, November 16, 2017 9:27 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Probe Button: Probe Type	Orbiter	"Thursday, November 16, 2017 9:27 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Forward Button	currentPage:3	"Thursday, November 16, 2017 9:27 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeInstruments	Spectrograph	"Thursday, November 16, 2017 9:27 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeInstruments	Thermometer	"Thursday, November 16, 2017 9:27 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeInstruments	Magnetometer	"Thursday, November 16, 2017 9:27 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeInstruments	Infrared Camera	"Thursday, November 16, 2017 9:27 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeInstruments	Narrow Angle Camera	"Thursday, November 16, 2017 9:27 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Forward Button	currentPage:1	"Thursday, November 16, 2017 9:28 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Back Button	currentPage:0	"Thursday, November 16, 2017 9:28 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Forward Button	currentPage:1	"Thursday, November 16, 2017 9:29 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Back Button	currentPage:0	"Thursday, November 16, 2017 9:29 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Forward Button	currentPage:1	"Thursday, November 16, 2017 9:30 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Forward Button	currentPage:1	"Thursday, November 16, 2017 9:39 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select Planets	MERCURY	"Thursday, November 16, 2017 9:39 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Forward Button	currentPage:2	"Thursday, November 16, 2017 9:39 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Probe Button: Probe Type	Flyby	"Thursday, November 16, 2017 9:40 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Probe Button: Probe Type	Orbiter	"Thursday, November 16, 2017 9:40 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Probe Button: Probe Type	Orbiter with Lander	"Thursday, November 16, 2017 9:40 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeSource	Solar Panels	"Thursday, November 16, 2017 9:40 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeSource	Battery	"Thursday, November 16, 2017 9:40 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeCommunication	High Gain Antenna	"Thursday, November 16, 2017 9:40 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Forward Button	currentPage:3	"Thursday, November 16, 2017 9:40 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeInstruments	Spectrograph	"Thursday, November 16, 2017 9:40 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeInstruments	Thermometer	"Thursday, November 16, 2017 9:41 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeInstruments	Barometer	"Thursday, November 16, 2017 9:41 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeInstruments	Narrow Angle Camera	"Thursday, November 16, 2017 9:41 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Forward Button	currentPage:1	"Thursday, November 16, 2017 9:46 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select Planets	MARS	"Thursday, November 16, 2017 9:46 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Forward Button	currentPage:2	"Thursday, November 16, 2017 9:46 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Probe Button: Probe Type	Orbiter with Lander	"Thursday, November 16, 2017 9:47 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeSource	Solar Panels	"Thursday, November 16, 2017 9:47 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeSource	Battery	"Thursday, November 16, 2017 9:47 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Unselect: probeSource	Battery	"Thursday, November 16, 2017 9:47 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeCommunication	Low Gain Antenna	"Thursday, November 16, 2017 9:47 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Forward Button	currentPage:3	"Thursday, November 16, 2017 9:47 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeInstruments	Spectrograph	"Thursday, November 16, 2017 9:47 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeInstruments	Thermometer	"Thursday, November 16, 2017 9:47 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeInstruments	Seismograph	"Thursday, November 16, 2017 9:47 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Forward Button	currentPage:1	"Thursday, November 16, 2017 9:52 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select Planets	IO	"Thursday, November 16, 2017 9:52 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Forward Button	currentPage:2	"Thursday, November 16, 2017 9:53 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Probe Button: Probe Type	Orbiter with Lander	"Thursday, November 16, 2017 9:53 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeSource	Solar Panels	"Thursday, November 16, 2017 9:53 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeCommunication	High Gain Antenna	"Thursday, November 16, 2017 9:53 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeCommunication	Low Gain Antenna	"Thursday, November 16, 2017 9:53 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Unselect: probeCommunication	High Gain Antenna	"Thursday, November 16, 2017 9:53 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Forward Button	currentPage:3	"Thursday, November 16, 2017 9:53 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeInstruments	Spectrograph	"Thursday, November 16, 2017 9:53 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeInstruments	Seismograph	"Thursday, November 16, 2017 9:53 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeInstruments	Thermometer	"Thursday, November 16, 2017 9:53 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeInstruments	Barometer	"Thursday, November 16, 2017 9:53 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Select: probeInstruments	Radar	"Thursday, November 16, 2017 9:53 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Forward Button	currentPage:1	"Thursday, November 16, 2017 10:02 AM"	Probe Design	KmznuqBhiyWe61tezLkcxT0jDXX2
Click Forward Button	currentPage:1	"Friday, November 17, 2017 1:58 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select Planets	CHARON	"Friday, November 17, 2017 1:58 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select Planets	TITAN	"Friday, November 17, 2017 1:59 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select Planets	IO	"Friday, November 17, 2017 1:59 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select Planets	GANYMEDE	"Friday, November 17, 2017 1:59 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Unselect Planets	GANYMEDE	"Friday, November 17, 2017 1:59 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select Planets	DEIMOS	"Friday, November 17, 2017 1:59 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Unselect Planets	IO	"Friday, November 17, 2017 1:59 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select Planets	EUROPA	"Friday, November 17, 2017 1:59 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Click Forward Button	currentPage:2	"Friday, November 17, 2017 1:59 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select: probeSource	Battery	"Friday, November 17, 2017 2:00 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select: probeSource	Thermoelectric	"Friday, November 17, 2017 2:00 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Click Back Button	currentPage:1	"Friday, November 17, 2017 2:00 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select Planets	IO	"Friday, November 17, 2017 2:00 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select Planets	GANYMEDE	"Friday, November 17, 2017 2:00 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Unselect Planets	CHARON	"Friday, November 17, 2017 2:00 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Unselect Planets	DEIMOS	"Friday, November 17, 2017 2:01 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select Planets	CALLISTO	"Friday, November 17, 2017 2:01 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Click Forward Button	currentPage:2	"Friday, November 17, 2017 2:01 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Click Probe Button: Probe Type	Flyby	"Friday, November 17, 2017 2:01 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select: probeCommunication	High Gain Antenna	"Friday, November 17, 2017 2:01 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Click Forward Button	currentPage:3	"Friday, November 17, 2017 2:01 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select: probeInstruments	Narrow Angle Camera	"Friday, November 17, 2017 2:02 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select: probeInstruments	Infrared Camera	"Friday, November 17, 2017 2:02 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select: probeInstruments	Radar	"Friday, November 17, 2017 2:02 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Unselect: probeInstruments	Radar	"Friday, November 17, 2017 2:02 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select: probeInstruments	Spectrograph	"Friday, November 17, 2017 2:02 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select: probeInstruments	Thermometer	"Friday, November 17, 2017 2:03 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Unselect: probeInstruments	Thermometer	"Friday, November 17, 2017 2:03 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Click Forward Button	currentPage:1	"Friday, November 17, 2017 2:03 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Click Back Button	currentPage:0	"Friday, November 17, 2017 2:03 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Click Forward Button	currentPage:1	"Friday, November 17, 2017 2:07 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select Planets	IO	"Friday, November 17, 2017 2:07 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Click Forward Button	currentPage:2	"Friday, November 17, 2017 2:07 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select: probeSource	Thermoelectric	"Friday, November 17, 2017 2:08 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select: probeSource	Battery	"Friday, November 17, 2017 2:08 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Click Probe Button: Probe Type	Orbiter with Lander	"Friday, November 17, 2017 2:08 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select: probeCommunication	High Gain Antenna	"Friday, November 17, 2017 2:08 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Click Forward Button	currentPage:3	"Friday, November 17, 2017 2:08 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select: probeInstruments	Spectrograph	"Friday, November 17, 2017 2:08 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select: probeInstruments	Radar	"Friday, November 17, 2017 2:08 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select: probeInstruments	Seismograph	"Friday, November 17, 2017 2:08 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
Select: probeInstruments	Barometer	"Friday, November 17, 2017 2:08 PM"	Probe Design	KtiRbirl8pNgIY2GRKmmDfF5b1w2
